name,latitude_deg,longitude_deg,icao_code
Okhotsk Airport,59.410065,143.056503,UHOO
Palana Airport,59.082064,159.891577,
Yelizovo Airport,53.168716,158.451068,UHPP
Yuzhno-Sakhalinsk International Airport,46.885461,142.717466,UHSS
Vladivostok International Airport,43.396256,132.148155,UHWW
Chita-Kadala International Airport,52.024841,113.305839,UIAA
Krasnokamensk Airport,50.033108,118.061142,
Bratsk Airport,56.3696,101.701822,UIBB
Zheleznogorsk Airport,56.487701,104.106003,
Irkutsk International Airport,52.266707,104.395563,UIII
Ust-Kut Airport,56.856701,105.730003,UITT
Baikal International Airport,51.808614,107.439652,UIUU
Boryspil International Airport,50.345001,30.894699,UKBB
Mariupol International Airport,47.0760994,37.44960022,UKCM
Berdyansk Airport,46.814999,36.758099,UKDB
Dnipro International Airport,48.357201,35.100601,UKDD
Zaporizhzhia International Airport,47.866962,35.314723,UKDE
Kryvyi Rih International Airport,48.04330063,33.20999908,UKDR
Sevastopol International Airport / Belbek Air Base,44.691822,33.57462,UKFB
Simferopol International Airport,45.0522,33.975101,UKFF
Gvardeyskoye (Hvardiiske) Air Base,45.116192,33.976625,
Saky Air Base,45.090611,33.598536,
Dzhankoy Air Base,45.700901,34.4189,
Kharkiv International Airport,49.926943,36.290814,UKHH
Cherkasy International Airport,49.4156,31.9953,UKKE
Ihor Sikorsky Kyiv International Airport (Zhuliany),50.40194,30.45194,UKKK
Hostomel Airport,50.6035,30.1919,
Ozerne Air Base,50.158298,28.7383,
Khmelnytskyi Airport,49.359699,26.933399,UKLH
Ivano-Frankivsk International Airport,48.88420105,24.68610001,UKLI
Lviv International Airport,49.8125,23.9561,UKLL
Chernivtsi International Airport,48.25930023,25.98080063,UKLN
Rivne International Airport,50.60710144,26.14159966,UKLR
Uzhhorod International Airport,48.6343,22.263399,UKLU
Kherson International Airport,46.6758,32.506401,UKOH
Odesa International Airport,46.427196,30.672649,UKOO
Vinnytsia/Gavyryshivka International Airport,49.242531,28.613778,UKWW
Talagi Airport,64.60030365,40.71670151,ULAA
Vaskovo Airport,64.441704,40.4217,
Naryan Mar Airport,67.639999,53.121899,ULAM
Amderma Airport,69.76329803,61.5564003,ULDD
Kotlas Airport,61.2358017,46.69749832,ULKK
Pulkovo Airport,59.800301,30.262501,ULLI
Pushkin Airport,59.685001,30.338301,
Emperor Nicholas II Murmansk Airport,68.7817,32.750801,ULMM
Princess Olga Pskov International Airport,57.781316,28.39384,ULOO
Petrozavodsk Airport,61.885201,34.154701,ULPB
Peski Airfield,61.831944,34.295555,ULPP
Cherepovets Airport,59.27360153,38.01580048,ULWC
Velikiy Ustyug Airport,60.7883,46.259998,ULWU
Vologda Airport,59.282501,39.944401,ULWW
Brest International Airport,52.108138,23.89676,UMBB
Gomel Airport,52.52700043,31.01670074,UMGG
Vitebsk Vostochny Airport,55.12649918,30.34959984,UMII
Khrabrovo Airport,54.89161,20.598559,UMKK
Baranavichi Air Base,53.099998,26.049999,
Hrodna Airport,53.602001,24.053801,UMMG
Minsk National Airport,53.888071,28.039964,UMMS
Babruisk Air Base,53.105,29.205,
Mogilev Airport,53.95489883,30.0951004,UMOO
Abakan International Airport,53.740002,91.385002,UNAA
Barnaul Gherman Titov International Airport,53.361285,83.539701,UNBB
Gorno-Altaysk Airport,51.969204,85.836539,UNBG
Alexei Leonov Kemerovo International Airport,55.2701,86.107201,UNEE
Baykit Airport,61.676701,96.355003,
Yeniseysk Airport,58.474201,92.112503,UNII
Podkamennaya Tunguska Airport,61.589699,89.994003,UNIP
Severo-Yeniseysk Airport,60.373299,93.011703,
Vanavara Airport,60.356229,102.309641,
Krasnoyarsk International Airport,56.175743,92.485788,UNKL
Krasnoyarsk Cheremshanka Airport,56.177584,92.545881,
Achinsk Airport,56.269185,90.57511,UNKS
Kyzyl Airport,51.669399,94.400597,UNKY
Yeltsovka Airport,55.0924,83.004501,
Novosibirsk Tolmachevo Airport,55.019756,82.618675,UNNT
Omsk Central Airport,54.963124,73.312418,UNOO
Omsk Severny Airport,54.974998,73.555,
Strezhevoy Airport,60.7094,77.660004,UNSS
Tomsk Kamov Airport,56.380299,85.208298,UNTT
Spichenkovo Airport,53.811401,86.877197,UNWW
Dikson Airport,73.517807,80.379669,UODD
Nagurskoye Airfield,80.803207,47.663586,UODN
Khatanga Airport,71.97810364,102.4909973,UOHH
Svetlogorsk Airport,66.839996,88.403336,
Igarka Airport,67.437202,86.621902,UOII
Alykel International Airport,69.307951,87.325906,UOOO
Anapa Vityazevo Airport,45.002102,37.347301,URKA
Gelendzhik Airport,44.58209263,38.01248074,URKG
Krasnodar Pashkovsky International Airport,45.034465,39.174215,URKK
Akhmat Kadyrov Grozny International Airport,43.388106,45.699772,URMG
Makhachkala Uytash International Airport,42.816799,47.652302,URML
Mineralnye Vody Airport,44.225101,43.081902,URMM
Nalchik Airport,43.512901,43.6366,URMN
Vladikavkaz Beslan International Airport,43.205101,44.606602,URMO
Magas Airport,43.323268,45.012568,URMS
Stavropol Shpakovskoye Airport,45.10919952,42.1128006,URMT
Dudinka Airport,69.375,86.15667,
Platov International Airport,47.493888,39.924722,URRP
Taganrog Yuzhny Airport,47.1983333,38.8491667,URRT
Sochi International Airport,43.449902,39.9566,URSS
Astrakhan Narimanovo Boris M. Kustodiev International Airport,46.282843,48.010511,URWA
Elista Airport,46.37390137,44.33089828,URWI
Volgograd International Airport,48.78134,44.339194,URWW
Kurchatov Chelyabinsk International Airport,55.303141,61.504927,USCC
Magnitogorsk International Airport,53.391991,58.755235,USCM
Sabetta International Airport,71.219167,72.052222,USDA
Bovanenkovo Airport,70.315278,68.333611,USDB
Salekhard Airport,66.59079742,66.61100006,USDD
Berezovo Airport,63.92100143,65.03050232,
Khanty Mansiysk Airport,61.0285,69.086098,USHH
Nyagan Airport,62.110001,65.614998,USHN
Beloyarskiy Airport,63.686901,66.698601,USHQ
Sovetskiy Airport,61.32662201,63.60191345,USHS
Uray Airport,60.103298,64.826698,USHU
Izhevsk Airport,56.834524,53.462172,USII
Pobedilovo Airport,58.503883,49.347831,USKK
Nadym Airport,65.48090363,72.69889832,USMM
Novy Urengoy Airport,66.06939697,76.52030182,USMU
Nizhnevartovsk Airport,60.949299,76.483597,USNN
Perm International Airport,57.914501,56.021198,USPP
Kogalym International Airport,62.19039917,74.53379822,USRK
Nefteyugansk Airport,61.108299,72.650002,USRN
Noyabrsk Airport,63.18330002,75.26999664,USRO
Surgut International Airport,61.340501,73.405782,USRR
Uktus Airport,56.701698,60.790001,
Koltsovo Airport,56.74309921,60.80270004,USSS
Tobolsk Remezov Airport,58.059712,68.347997,
Roshchino International Airport,57.178984,65.327696,USTR
Kurgan Airport,55.4753,65.415604,USUU
Ashgabat Bezmein Air Base,38.012001,58.195,
Ashgabat International Airport,37.986801,58.361,UTAA
Turkmenbaşy International Airport,40.062833,53.005085,UTAK
Mary International Airport,37.62353,61.895668,UTAM
Dashoguz International Airport,41.759853,59.836149,UTAT
Türkmenabat International Airport,38.930662,63.563982,UTAV
Dushanbe International Airport,38.543746,68.822977,UTDD
Kulob International Airport,37.988098,69.805,UTDK
Khujand International Airport,40.215401,69.694702,UTDL
Bokhtar International Airport,37.866315,68.864475,UTDT
Namangan International Airport,40.984622,71.5578,UZFN
Andijan International Airport,40.727699,72.293999,UZFA
Fergana International Airport,40.358799,71.745003,UZFF
Nukus International Airport,42.4884,59.623299,UZNN
Urgench International Airport,41.58274,60.64338,UZNU
Navoi International Airport,40.117599,65.172658,UZSA
Bukhara International Airport,39.775319,64.482279,UZSB
Samarkand International Airport,39.701842,66.981467,UZSS
Termez Airport,37.287261,67.311869,UZST
Tashkent-Khumo International Airport,41.312889,69.395535,UZTP
Tashkent International Airport,41.2579,69.281197,UZTT
Zomin Airport,40.01402,68.41103,UZTZ
Kostroma Sokerkino Airport,57.796902,41.019402,UUBA
Grabtsevo Airport,54.54999924,36.3666687,UUBC
Ivanovo South Airport,56.93939972,40.94079971,UUBI
Staroselye Airport,58.104198,38.929401,UUBK
Bryansk International Airport,53.214403,34.175965,UUBP
Zhukovsky International Airport,55.553299,38.150002,UUBW
Domodedovo International Airport,55.408798,37.9063,UUDD
Golden Ring Yaroslavl International Airport,57.560699,40.157398,UUDL
Sheremetyevo International Airport,55.976858,37.41121,UUEE
Migalovo Air Base,56.8246994,35.75770187,UUEM
Tretyakovo Airport,54.904999,39.026669,
Chkalovskiy Air Base,55.8783,38.061699,UUMU
Belgorod International Airport,50.64379883,36.59009933,UUOB
Kursk East Airport,51.75059891,36.29560089,UUOK
Lipetsk Airport,52.70280075,39.53779984,UUOL
Voronezh International Airport,51.814324,39.230948,UUOO
Donskoye Airport,52.806099,41.4828,UUOT
Vnukovo International Airport,55.591499,37.261501,UUWW
Ukhta Airport,63.566898,53.804699,UUYH
Inta Airport,66.053372,60.105786,UUYI
Vuktyl Airport,63.823299,57.279999,
Pechora Airport,65.121101,57.130798,UUYP
Usinsk Airport,66.0047,57.367199,UUYS
Izhma Airport,65.0317,53.970001,
Vorkuta Airport,67.488602,63.993099,UUYW
Ust-Tsylma Airport,65.437294,52.200336,UUYX
Syktyvkar Airport,61.64699936,50.8451004,UUYY
Nizhny Novgorod / Strigino International Airport,56.227351,43.785152,UWGG
Bugulma Airport,54.641184,52.800229,UWKB
Kazan International Airport,55.606201,49.278702,UWKD
Begishevo Airport,55.564701,52.092499,UWKE
Borisoglebskoye Airport,55.866699,49.133301,
Yoshkar-Ola Airport,56.7006,47.904701,UWKJ
Cheboksary Airport,56.090302,47.347301,UWKS
Ulyanovsk Baratayevka Airport,54.27016,48.225569,UWLL
Ulyanovsk Vostochny Airport,54.401001,48.8027,UWLW
Orenburg Central Airport,51.792668,55.457229,UWOO
Orsk Airport,51.072498,58.5956,UWOR
Penza Airport,53.1106,45.021099,UWPP
Saransk International Airport,54.12513,45.212257,UWPS
Balakovo Airport,51.858299,47.745602,UWSB
Gagarin International Airport,51.712778,46.171111,UWSG
Ufa International Airport,54.55749893,55.87440109,UWUU
Buguruslan Severny Airport,53.718399,52.371899,
Bezymyanka Airfield,53.220001,50.325001,
Kurumoch International Airport,53.504902,50.164299,UWWW
"Rewa Airport, Chorhata, REWA",24.503401,81.220299,
Gondia Airport,21.526817,80.290347,VAGD
Sardar Vallabh Patel International Airport,23.0772,72.634697,VAAH
Akola Airport,20.698931,77.056883,VAAK
Aurangabad Airport,19.862875,75.396312,VAAU
Chhatrapati Shivaji Maharaj International Airport,19.088699,72.867897,VABB
Bhuj Airport,23.28779984,69.67019653,VABJ
Belagavi Airport,15.8593,74.618301,VOBM
Vadodara International Airport,22.336201,73.226303,VABO
Raja Bhoj International Airport,23.2875,77.337402,VABP
Bhavnagar Airport,21.75219917,72.18520355,VABV
Daman Airport,20.434401,72.843201,VADN
Hubballi Airport,15.361084,75.082096,VOHB
Rajkot International Airport,22.378824,71.039391,VAHS
Devi Ahilya Bai Holkar International Airport,22.721404,75.80051,VAID
Jabalpur Airport,23.177799,80.052002,VAJB
Jamnagar Airport,22.46549988,70.01260376,VAJM
Kandla Airport,23.1127,70.100304,VAKE
Khajuraho Airport,24.8172,79.918602,
Kolhapur Airport,16.6647,74.289398,VAKP
Keshod Airport,21.317101,70.270401,VAKS
Murod Kond Airport,18.411501,76.464699,VALT
Nanded Airport,19.1833,77.316704,
Dr. Babasaheb Ambedkar International Airport,21.092199,79.047203,VANP
Nashik International Airport,20.119101,73.912903,VAOZ
Pune International Airport,18.5821,73.919701,VAPO
Porbandar Airport,21.649524,69.656405,VAPR
Ratnagiri Airport,17.013599,73.327797,VARG
Rajkot Airport,22.3092,70.779503,VARK
Swami Vivekananda Airport,21.180401,81.7388,
Shirdi International Airport,19.689211,74.373655,VASD
Solapur Airport,17.62800026,75.93479919,VASL
Surat International Airport,21.115531,72.743251,VASU
Maharana Pratap Airport,24.61770058,73.89610291,VAUD
Bandaranaike International Colombo Airport,7.180759907,79.88410187,VCBI
Anuradhapura Airport,8.301542,80.42848,VCCA
Batticaloa International Airport,7.705073,81.677163,VCCB
Colombo Ratmalana International Airport,6.821638,79.885859,VCCC
Ampara Airport,7.336745,81.623869,VCCG
Hingurakgoda Air Force Base,8.04981,80.9814,VCCH
Jaffna International Airport,9.79233,80.070099,VCCJ
Koggala Airport,5.99368,80.32029724,VCCK
China Bay Airport,8.539159,81.18128,VCCT
Mattala Rajapaksa International Airport,6.283878,81.124163,VCRI
Battambang Airport,13.0956,103.223999,VDBG
Phnom Penh International Airport,11.547155,104.844699,VDPP
Ratanakiri Airport,13.72999954,106.9869995,VDRK
Siem Reap-Angkor International Airport,13.36974,104.223831,VDSA
Sihanouk International Airport,10.570557,103.632067,VDSV
Along Airport,28.1753006,94.80200195,VEAN
Agartala - Maharaja Bir Bikram Airport,23.886999,91.240402,VEAT
Bagdogra Airport,26.6812,88.328598,VEBD
Shillong Airport,25.70359993,91.97869873,VEBI
Lal Bahadur Shastri International Airport,25.452171,82.862549,VEBN
Biju Patnaik International Airport,20.251021,85.814747,VEBS
Bilaspur Airport,21.9884,82.111,VEBU
Netaji Subhash Chandra Bose International Airport,22.654012,88.44765,VECC
Dhanbad Airport,23.834,86.425301,VEDB
Kazi Nazrul Islam Airport,23.6225,87.243,VEDG
Darbhanga Airport,26.192801,85.916901,VEDH
Gorakhpur Airport,26.73970032,83.4496994,VEGK
Lokpriya Gopinath Bordoloi International Airport,26.106654,91.585226,VEGT
Gaya Airport,24.744301,84.951202,VEGY
Hashimara Air Force Station,26.698299,89.369102,VEHX
Bir Tikendrajit International Airport,24.76,93.896698,VEIM
Sonari Airport,22.813706,86.168981,VEJS
Jorhat Airport,26.730456,94.175416,VEJT
Kushinagar International Airport,26.776534,83.889214,VEKI
Kailashahar Airport,24.308657,92.00768,VEKR
Silchar Airport,24.91290092,92.97869873,VEKU
Lengpui Airport,23.840599,92.619698,VELP
Lilabari North Lakhimpur Airport,27.295682,94.097266,VELR
Dibrugarh Airport,27.48390007,95.01689911,VEMN
Dimapur Airport,25.88389969,93.77110291,VEMR
Muzaffarpur Airport,26.119101,85.313698,VEMZ
Panagarh Air Force Station,23.47430038,87.42749786,
Jay Prakash Narayan Airport,25.591299,85.087997,VEPT
Birsa Munda Airport,23.31430054,85.32170105,VERC
Rourkela Airport,22.256571,84.815193,VERK
Tezpur Airport,26.70910072,92.78469849,VETZ
Utkela Airport,20.097778,83.183333,VEUK
Visakhapatnam International Airport,17.723506,83.227729,VOVZ
Ziro Airport,27.588301,93.828102,VEZO
Barisal Airport,22.801001,90.301201,VGBR
Cox's Bazar Airport,21.457517,91.963263,VGCB
Shah Amanat International Airport,22.249599,91.813301,VGEG
Hazrat Shahjalal International Airport,23.843347,90.397783,VGHS
Ishurdi Airport,24.1525,89.0494,VGIS
Jessore Airport,23.1838,89.160797,VGJR
Shah Makhdum Airport,24.437201,88.616501,VGRJ
Saidpur Airport,25.759199,88.908897,VGSD
Osmany International Airport,24.963071,91.866903,VGSY
Hong Kong International Airport,22.31184,113.914862,VHHH
Shek Kong Air Base,22.4366,114.080002,VHSK
Agra Airport / Agra Air Force Station,27.157975,77.961025,VIAG
Prayagraj Airport,25.4401,81.733902,VEAB
Ambala Air Force Station,30.368099,76.816704,
Sri Guru Ram Das Ji International Airport,31.7096,74.797302,VIAR
Nal Airport,28.070601,73.207199,VIBK
Kullu Manali Airport,31.876699,77.154404,VIBR
Bhatinda Air Force Station,30.2701,74.755798,VIBT
Bareilly Air Force Station,28.4221,79.450798,VIBY
Shaheed Bhagat Singh International Airport,30.6735,76.788498,VICG
Kanpur Airport,26.404301,80.410103,
Safdarjung Airport,28.585453,77.203563,VIDD
Dehradun Jolly Grant Airport,30.189243,78.176651,VIDN
Indira Gandhi International Airport,28.55563,77.09519,VIDP
Kangra Airport,32.164902,76.263018,VIGG
Gwalior Airport,26.29330063,78.22779846,VIGR
Maharaja Agrasen International Airport,29.186065,75.74142,VIHR
Halwara International Airport,30.748501,75.629799,VIHX
Jodhpur Airport,26.25110054,73.04889679,VIJO
Jaipur International Airport,26.8242,75.812202,VIJP
Jaisalmer Airport,26.8887,70.864998,VIJR
Jammu Airport,32.688849,74.838152,VIJU
Kishangarh Airport Ajmer,26.591007,74.812956,VIKG
Kota Airport,25.16020012,75.84559631,VIKO
Ludhiana Airport,30.85470009,75.95259857,VILD
Leh Kushok Bakula Rimpochee Airport,34.135899,77.546501,VILH
Chaudhary Charan Singh International Airport,26.760599,80.889297,VILK
Moradabad Airport,28.81746,78.92187,
Pathankot Airport,32.233611,75.634444,VIPK
Pantnagar Airport,29.0334,79.473701,VIPT
Sirsa Air Force Station,29.5606,75.006104,
Sheikh ul Alam International Airport,33.987099,74.7742,VISR
Udhampur Air Force Station,32.902152,75.155709,
Luang Phabang International Airport,19.904273,102.167191,VLLB
Pakse International Airport,15.133973,105.779871,VLPS
Savannakhet Airport,16.55660057,104.7600021,VLSK
Sam Neua Airport,20.4184,104.067001,VLSN
Wattay International Airport,17.985052,102.566692,VLVT
Aeropuerto Nacional Doctor Juan Plate,-22.159371,-57.942395,
Macau International Airport,22.149599,113.592003,VMMC
Long Thanh International Airport (Under Construction),10.772842,107.040596,VVLT
Gautam Buddha International Airport,27.504636,83.410381,VNBW
Janakpur Airport,26.708799,85.922401,VNJP
Tribhuvan International Airport,27.6966,85.3591,VNKT
Tenzing-Hillary Airport,27.686768,86.729479,VNLK
Nepalgunj Airport,28.1036,81.667,VNNG
Pokhara Domestic Airport,28.200621,83.981203,VNPK
Taplejung Airport,27.3509,87.69525,VNTJ
Biratnagar Airport,26.48150063,87.26399994,VNVT
Campbell Bay Airport / INS Baaz,7.01304,93.922798,
Agatti Airport,10.8237,72.176003,VOAT
HAL Airport,12.95,77.668198,
Bellary Airport,15.16279984,76.88279724,VOBI
Kempegowda International Airport Bengaluru,13.1979,77.706299,VOBL
Bidar Airport / Bidar Air Force Station,17.9081,77.487099,VOBR
Vijayawada International Airport,16.530011,80.804888,VOBZ
Coimbatore International Airport,11.03,77.043404,VOCB
Cochin International Airport,10.151047,76.400838,VOCI
Calicut International Airport,11.135996,75.955152,VOCL
Kadapa Airport,14.513154,78.769183,VOCP
Car Nicobar Air Force Base,9.153056,92.819273,VOCX
Dundigul Air Force Academy,17.62719917,78.40339661,
Manohar International Airport,15.744257,73.860625,VOGA
Goa Dabolim International Airport,15.380062,73.833328,VOGO
Rajiv Gandhi International Airport,17.231318,78.429855,VOHS
Begumpet Airport,17.4531,78.467598,VOHY
Kannur International Airport,11.916343,75.544979,VOKN
Kurnool Airport,15.716288,78.16923,VOKU
Madurai Airport,9.83450985,78.09339905,VOMD
Mangaluru International Airport,12.95471,74.886812,VOML
Chennai International Airport,12.990005,80.169296,VOMM
Mysore Airport,12.229751,76.653683,VOMY
Veer Savarkar International Airport / INS Utkrosh,11.640194,92.72902,VOPB
Pondicherry Airport,11.968,79.812,VOPC
Sri Sathya Sai Airport,14.14929962,77.79109955,VOPN
Rajahmundry Airport,17.105799,81.813204,VORY
Salem Airport,11.7833004,78.06559753,VOSM
Tirupati International Airport,13.631988,79.539869,VOTP
Tiruchirappalli International Airport,10.762915,78.717741,VOTR
Thiruvananthapuram International Airport,8.481889,76.920029,VOTV
Gelephu Airport,26.88456,90.46412,VQGP
Paro International Airport,27.4032,89.424599,VQPR
Maafaru International Airport,5.817407,73.468404,
Gan International Airport,-0.692975,73.152627,VRMG
Hanimaadhoo International Airport,6.743235,73.167072,VRMH
Kadhdhoo Airport,1.85916996,73.52189636,VRMK
Velana International Airport,4.19183,73.529099,VRMM
Kaadedhdhoo Airport,0.488131,72.996902,VRMT
Villa International Airport Maamigili,3.471751,72.832633,VRMV
Don Mueang International Airport,13.9126,100.607002,VTBD
Kamphaeng Saen Airport,14.10200024,99.91719818,VTBK
Khok Kathiam Airport,14.87462,100.663397,VTBL
Trat Airport,12.2746,102.319,VTBO
Suvarnabhumi Airport,13.6811,100.747002,VTBS
U-Tapao–Rayong–Pattaya International Airport,12.6799,101.004997,VTBU
Chiang Mai International Airport,18.76679993,98.96260071,VTCC
Mae Hong Son Airport,19.3013,97.9758,VTCH
Lampang Airport,18.27090073,99.5042038,VTCL
Nan Airport,18.80789948,100.7829971,VTCN
Phrae Airport,18.1322,100.165001,VTCP
Mae Fah Luang - Chiang Rai International Airport,19.952299,99.882896,VTCT
Phetchabun Airport,16.6760006,101.1949997,VTPB
Hua Hin Airport,12.63619995,99.95149994,VTPH
Takhli Royal Thai Air Force Base,15.2773,100.295998,VTPI
Mae Sot Airport,16.69989967,98.54509735,VTPM
Sukhothai Airport,17.23800087,99.81819916,VTPO
Phitsanulok Airport,16.7829,100.278999,VTPP
Tak Airport,16.896,99.253304,VTPT
Surat Thani Airport,9.132599831,99.13559723,VTSB
Narathiwat Airport,6.519919872,101.7429962,VTSC
Chumphon Airport,10.7112,99.361702,VTSE
Nakhon Si Thammarat Airport,8.539620399,99.94470215,VTSF
Krabi International Airport,8.095591,98.988955,VTSG
Songkhla Airport,7.186560154,100.6080017,VTSH
Pattani Airport,6.78546,101.153999,VTSK
Samui International Airport,9.54779,100.061996,VTSM
Cha Eian Airport,8.47115,99.955597,VTSN
Phuket International Airport,8.113257,98.3174,VTSP
Ranong Airport,9.77762,98.585503,VTSR
Hat Yai International Airport,6.93321,100.392998,VTSS
Trang Airport,7.50874,99.6166,VTST
Udon Thani International Airport,17.386186,102.788577,VTUD
Sakon Nakhon Airport,17.19510078,104.1190033,VTUI
Surin Airport,14.86830044,103.4980011,VTUJ
Khon Kaen Airport,16.46660042,102.7839966,VTUK
Loei Airport,17.43910027,101.7220001,VTUL
Buri Ram Airport,15.2295,103.252998,VTUO
Nakhon Ratchasima Airport,14.9495,102.313004,VTUQ
Ubon Ratchathani Airport,15.25129986,104.8700027,VTUU
Roi Et Airport,16.1168,103.774002,VTUV
Nakhon Phanom Airport,17.383801,104.642998,VTUW
Buon Ma Thuot Airport,12.66829968,108.1200027,VVBM
Cat Bi International Airport,20.817428,106.724315,VVCI
Cà Mau Airport,9.177667,105.177778,VVCM
Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.219002,VVCR
Con Dao Airport,8.73183,106.633003,VVCS
Can Tho International Airport,10.083397,105.709371,VVCT
Dien Bien Phu Airport,21.39749908,103.0080032,VVDB
Dong Hoi Airport,17.515,106.590556,VVDH
Lien Khuong Airport,11.750556,108.366997,VVDL
Da Nang International Airport,16.0439,108.198997,VVDN
Gia Lam Air Base,21.040501,105.886002,
Noi Bai International Airport,21.221201,105.806999,VVNB
Phu Bai International Airport,16.400628,107.703094,VVPB
Phu Cat Airport,13.955,109.042,VVPC
Pleiku Airport,14.00450039,108.0169983,VVPK
Phú Quốc International Airport,10.169783,103.99353,VVPQ
Rach Gia Airport,9.958029972,105.1323795,VVRG
Dong Tac Airport,13.0496,109.334,VVTH
Tan Son Nhat International Airport,10.8188,106.652,VVTS
Van Don International Airport,21.120693,107.41539,VVVD
Vinh Airport,18.73760033,105.6709976,VVVH
Dawei Airport,14.1039,98.203598,VYDW
Heho Airport,20.74714,96.792029,VYHH
Kengtung Airport,21.3015995,99.63600159,VYKG
Kyaukpyu Airport,19.42639923,93.53479767,VYKP
Kawthoung Airport,10.04930019,98.53800201,VYKT
Loikaw Airport,19.69149971,97.21479797,VYLK
Lashio Airport,22.97789955,97.75219727,VYLS
Mandalay International Airport,21.70219994,95.97789764,VYMD
Myeik Airport,12.43980026,98.62149811,VYME
Myitkyina Airport,25.3836,97.351898,VYMK
Meiktila Air Base,20.88640022,95.89279175,
Momeik Airport,23.09250069,96.64530182,VYMO
Mong Hsat Airport,20.51679993,99.25679779,VYMS
Nampong Air Base,25.35440063,97.29519653,
Namsang Airport,20.89049911,97.73590088,VYNS
Nay Pyi Taw International Airport,19.623501,96.200996,VYNT
Putao Airport,27.32990074,97.42630005,VYPT
Shante Air Base,20.94169998,95.91449738,
Sittwe Airport,20.133165,92.870693,VYSW
Thandwe Airport,18.46069908,94.30010223,VYTD
Tachileik Airport,20.48380089,99.93540192,VYTL
Yangon International Airport,16.90730095,96.1332016,VYYY
Sultan Hasanuddin International Airport,-5.075539,119.553702,WAAA
Frans Kaisiepo Airport,-1.19002,136.108002,WABB
Douw Aturure Airport,-3.397973,135.393071,WABI
Stevanus Rumbewas Airport,-1.82842,136.062402,WABO
Mozes Kilangin Airport,-4.52978,136.887388,
Sultan Muhammad Salahuddin Airport,-8.537184,118.685002,WADB
Denpasar I Gusti Ngurah Rai International Airport,-8.748409,115.167123,WADD
Lombok International Airport,-8.759962,116.278169,WADL
Sultan Babullah Airport,0.831012,127.381611,WAEE
Pitu Airport,2.04599,128.324997,
Toraja Airport,-3.185833,119.91775,WAFB
Mutiara - SIS Al-Jufrie Airport,-0.916462,119.908647,WAFF
Kasiguncu Airport,-1.414121,120.659241,
Syukuran Aminuddin Amir Airport,-1.035893,122.773934,WAFW
Tjilik Riwut Airport,-2.227146,113.943388,WAGG
Yogyakarta International Airport,-7.905338,110.057264,WAHI
Tunggul Wulung Airport,-7.64506,109.033997,WAHL
Dortheys Hiyo Eluay International Airport,-2.579627,140.519857,WAJJ
Oksibil Airport,-4.9071,140.6277,WAJO
Mopah International Airport,-8.523898,140.419693,WAKK
Tanah Merah Airport,-6.09669,140.303521,WAKT
Nusantara International Airport,-1.16053,116.71193,WALK
Sultan Aji Muhammad Sulaiman Sepinggan International Airport,-1.268342,116.89452,WALL
Juwata International Airport / Suharnoko Harbani AFB,3.325145,117.564169,WAQQ
Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128,WALS
Naha Airport,3.68478,125.527162,WAMH
Sam Ratulangi International Airport,1.548591,124.92625,WAMM
Warukin Airport,-2.21656,115.435997,WAON
Syamsudin Noor International Airport,-3.440112,114.761209,WAOO
Karel Sadsuitubun Airport,-5.760278,132.759444,WAPF
Namniwel Airport,-3.143159,126.976469,WAPN
Pattimura International Airport,-3.71026,128.089005,WAPP
Kalimarau Airport,2.14776,117.430705,WAQT
Abdul Rachman Saleh Airport,-7.929099,112.714233,WARA
Adisutjipto International Airport,-7.78818,110.431999,WAHH
Adisoemarmo International Airport,-7.516044,110.757492,WAHQ
Juanda International Airport,-7.37983,112.787003,WARR
Jenderal Ahmad Yani Airport,-6.970732,110.373244,WAHS
Fakfak Airport,-2.920508,132.267011,WASF
Utarom Airport,-3.6446,133.695116,WASK
Babo Airport,-2.53224,133.438995,WASO
Rendani Airport,-0.891833,134.048996,WAUU
Domine Eduard Osok Airport,-0.894,131.287,WASS
El Tari Airport,-10.1716,123.670998,WATT
Wamena Airport,-4.097324,138.952417,WAVV
Matahora Airport,-5.292123,123.636233,WAWD
Sangia Nibandera Airport,-4.338158,121.524047,WAWP
Bintulu Airport,3.123850107,113.0199966,WBGB
Kuching International Airport,1.487364,110.352859,WBGG
Limbang Airport,4.808300018,115.0100021,WBGJ
Mukah Airport,2.881944,112.043333,WBGK
Marudi Airport,4.178734,114.330318,WBGM
Miri Airport,4.32201,113.987,WBGR
Sibu Airport,2.2616,111.985001,WBGS
Bario Airport,3.734648,115.478548,WBGZ
Lahad Datu Airport,5.03241,118.32376,WBKD
Kota Kinabalu International Airport,5.932743,116.049324,WBKK
Labuan Airport,5.301667,115.248333,WBKL
Sandakan Airport,5.900899887,118.0589981,WBKS
Tawau Airport,4.31338,118.12152,WBKW
Mulu Airport,4.04832983,114.8050003,WBMU
Brunei International Airport,4.9442,114.928001,WBSB
Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,0.458647,101.444321,WIBB
Pinang Kampai Airport,1.609026,101.433493,WIBD
Japura Airport,-0.352808,102.334999,WIBJ
Kertajati International Airport,-6.647384,108.165561,WICA
Husein Sastranegara International Airport,-6.90063,107.575996,WICC
